target,rho_score,rho_pvalue,rho_label,-log10(rho_pvalue),gamma_score,gamma_pvalue,gamma_label,-log10(gamma_pvalue)
AAAS,-0.32649790854791017,0.06802321108930656,sensitivity_hit,1.1673428707059927,-0.643234053919022,0.034253459682498946,essential_hit,1.465295557160264
AADACL2,0.4128021944845635,0.013880242388990462,resistance_hit,1.8576029497830455,-0.3264950432167377,0.020320158999567,essential_hit,1.6920728981418383
AAMDC,0.34374773426267663,0.13132998803092485,resistance_hit,0.8816360953170321,-0.018382985563540455,0.8449772174657066,target_non_hit,0.07315500047316345
AARD,0.4462865074083503,0.04618333796405966,resistance_hit,1.3355146810554257,-0.26103341736998464,0.2339263932981488,target_non_hit,0.6309207751250875
AARS2,0.8502332741730447,0.2665797616688877,resistance_hit,0.5741728246489238,-2.412572944393647,0.007187625266361308,essential_hit,2.1434145733262553
AARSD1,0.28892113802886515,0.024555079203768197,resistance_hit,1.609858660689209,-0.1340089535329875,0.38498056565138916,target_non_hit,0.41456119372109596
ABAT,0.23534880438444733,0.045865632245929246,resistance_hit,1.3385126154775278,-0.1869522625252908,0.27908184673945224,target_non_hit,0.5542684118714089
ABCB5,0.4614110759079268,0.20901351336970095,resistance_hit,0.6798256345005655,-0.4157561553778438,0.22972717345419527,target_non_hit,0.6387876309119745
ABCB7,-1.2783672602627,0.011581884768117784,sensitivity_hit,1.9362207603160915,-4.1864503166975595,1.4272116084650826e-08,essential_hit,7.845511630546549
ABCC5,-1.5342252145324542,0.11896345279646066,sensitivity_hit,0.9245864393357274,-0.059092849015499084,0.9189586496586999,target_non_hit,0.03670403010363642
ABCF1,-0.5172136269311665,0.10496665962065377,sensitivity_hit,0.9789486232356555,-2.862449831546977,0.007915848035075371,essential_hit,2.10150255177763
ABCF2,0.24298076296706142,0.02363101287210791,resistance_hit,1.6265176632453273,-0.25334505454081324,0.08914957600328667,target_non_hit,1.0498807179947491
ABCG5,-0.3481931407209629,0.0981033471956794,sensitivity_hit,1.008316174640294,-0.06572718344768876,0.9049603099398742,target_non_hit,0.04337046781368118
ABHD5,0.28903370012452917,0.025172056604865614,resistance_hit,1.5990813003174829,-0.15008216687892517,0.3036450034081671,target_non_hit,0.5176338609603715
ABI1,-0.25686480405917056,0.0179835922597939,sensitivity_hit,1.7451235527151807,-0.22538194688547541,0.07437313510622869,target_non_hit,1.1285839109874727
ACACA,-0.5886740651072098,0.31881539070922704,sensitivity_hit,0.49646072134508806,-1.1214133796825014,0.06118559563138599,essential_hit,1.2133508078235946
ACACB,0.23133771176101478,0.04259393488541158,resistance_hit,1.3706522373603076,-0.23898366738957946,0.1690855578570476,target_non_hit,0.7718934853108652
ACAD9,0.48920020484852156,0.19486478521124861,resistance_hit,0.7102666368712724,-1.3665191747929568,0.014369377012783133,essential_hit,1.8425620603818207
ACADS,-0.508772911150174,0.18589820589839223,sensitivity_hit,0.7307248015793014,-0.0002871315644708758,0.37814632572339335,target_non_hit,0.4223401150901859
ACAP2,-0.5522310957271608,0.1691859535141001,sensitivity_hit,0.7716356966430084,-1.4748393654633065,0.0460606862075123,essential_hit,1.3366695962476862
ACAT1,0.3892799717791,0.05907427102161728,resistance_hit,1.2286016288702426,-0.2908936183333994,0.32466033274829653,target_non_hit,0.4885707705698863
ACD,-0.42802075895124647,0.004251986811630349,sensitivity_hit,2.371408091196024,-1.48405505511664,0.00201150899554834,essential_hit,2.6964780209061576
ACLY,-0.7700902989592164,0.0005078155378200097,sensitivity_hit,3.2942940149899558,-0.3053310869231032,0.25043998793639993,target_non_hit,0.6012963258067225
ACO1,0.2992440920786497,0.02122155054662368,resistance_hit,1.6732228876711845,-0.25156393979126584,0.2954561185353479,target_non_hit,0.5295070118829115
ACO2,-0.19174451980380852,0.025389532790554902,sensitivity_hit,1.59534529079035,-0.2835455417507934,0.20937937707738258,target_non_hit,0.6790660965949152
ACOT11,0.2977481958119431,0.04393280484050212,resistance_hit,1.3572110688069106,-1.3455271082866487,0.12477667709439955,essential_hit,0.9038665841711285
ACOX1,0.369449451176939,0.033085867066531674,resistance_hit,1.480357479509855,-0.4426653421378398,0.008107264551859618,essential_hit,2.0911256550895176
ACOX3,0.2368943630131315,0.039425253979284765,resistance_hit,1.4042255002451824,-0.2341769225748016,0.07978567105032697,target_non_hit,1.0980750979041984
