,target,rho_score,rho_pvalue,rho_label,-log10(rho_pvalue),gamma_score,gamma_pvalue,gamma_label,-log10(gamma_pvalue)
GNA14,GNA14,-0.27791395436207605,0.08116947162116378,sensitivity_hit,1.0906072810965854,0.21695674589419886,0.07355257087506643,up_hit,1.133402142823031
GNAI3,GNAI3,-0.13088024574471616,0.001160553812789344,sensitivity_hit,2.935334717288517,0.13471468899188702,0.08642132033041663,target_non_hit,1.0633791028959532
GNB2,GNB2,-0.31536312394125066,0.08970404569683033,sensitivity_hit,1.0471879696182609,0.09571657903076443,0.40298640592485446,target_non_hit,0.39470960381273457
GNPAT,GNPAT,0.34542420128911316,0.1401372742019486,resistance_hit,0.8534463341848539,-0.2996655961137922,0.007135280871387136,essential_hit,2.1465889267549807
GOLGA8B,GOLGA8B,-0.24402967568264403,0.015210977078345341,sensitivity_hit,1.8178428881097413,-0.06099384337900737,0.7815133216669218,target_non_hit,0.10706361460304945
GPR137C,GPR137C,0.20353319245232093,0.006747934849550021,resistance_hit,2.1708291191204805,-0.37129310647510155,0.08396817390271305,essential_hit,1.0758852915277473
GPR143,GPR143,0.15461545880644678,0.018807530082221243,resistance_hit,1.725668234863966,-0.13925657339765904,0.27357294916292657,target_non_hit,0.5629268477782156
GPR87,GPR87,-0.2420180500520003,0.05861968703269689,sensitivity_hit,1.2319565045658807,0.18305848484385537,0.038649666903758435,up_hit,1.4128542446300814
GPSM2,GPSM2,-0.2262694002327382,0.0495349933133976,sensitivity_hit,1.3050878912957309,0.20351193083587185,0.04100864837001042,up_hit,1.3871245446632514
GPX6,GPX6,0.22851566995750794,0.055714169396192864,resistance_hit,1.25403433969163,-0.13821364205861553,0.15145202215999673,target_non_hit,0.8197249236710713
GRAP2,GRAP2,-0.29471115936618403,0.021319769592317225,sensitivity_hit,1.6712174931410528,0.17704336798716488,0.028693743637871725,up_hit,1.5422127861839579
GRIK4,GRIK4,-0.260947563153407,0.015387125418131403,sensitivity_hit,1.8128425063315388,0.1845922597413209,0.010577131515333283,up_hit,1.97563209562512
GRIN2D,GRIN2D,0.16618205495019764,0.008336074341382307,resistance_hit,2.079038420974955,-0.18887827785930225,0.4791299068691987,target_non_hit,0.3195467200145458
GRIN3B,GRIN3B,0.1527432026198543,0.01256195271343117,resistance_hit,1.9009428457301119,-0.1882030498693954,0.11007605002532075,target_non_hit,0.9583071630746356
GRM3,GRM3,0.26921703542316333,0.08343780069935192,resistance_hit,1.0786371518097555,-0.06593021684794327,0.3398239798772657,target_non_hit,0.46874597814231755
GRN,GRN,0.1886212091141921,0.0015514103843578173,resistance_hit,2.8092733059341146,-0.1509321457144388,0.10870075255132587,target_non_hit,0.9637674492186105
GSTCD,GSTCD,0.30154454543297265,0.11919737092845209,resistance_hit,0.9237333234872054,-0.12993061762650804,0.0701346162655935,target_non_hit,1.1540675748657383
GSTT1,GSTT1,-0.2840089527049437,0.03382578733445742,sensitivity_hit,1.470752085904596,0.1656444489601482,0.06226206951687827,target_non_hit,1.2057764479833608
GSTZ1,GSTZ1,-0.1729334106372201,0.010622859220680556,sensitivity_hit,1.9737585739667078,0.019575925416523532,0.527550954772573,target_non_hit,0.27773558663157544
GTF2F2,GTF2F2,-0.3386013619817619,0.06843057235511002,sensitivity_hit,1.1647498275380095,0.008260411102534762,0.9863265440029347,target_non_hit,0.005979278993510055
GTF3C6,GTF3C6,-0.2015735702961837,0.029855580286581425,sensitivity_hit,1.524974483255905,0.2173599584029183,0.22717150423132088,target_non_hit,0.6436461462499284
GXYLT2,GXYLT2,-0.27381173621671806,0.007466285335627428,sensitivity_hit,2.126895416858072,-0.0623528158448341,0.02831339444461927,target_non_hit,1.5480080606880666
H2AFV,H2AFV,-0.4041424776697721,0.04709033390718584,sensitivity_hit,1.327068230059844,0.28775145519981127,0.03657435074848019,up_hit,1.436823374535668
HAND1,HAND1,-0.6643547402333914,0.22479568640089934,sensitivity_hit,0.6482120266895446,0.267440094355272,0.15458628003728087,target_non_hit,0.810829053551652
HARBI1,HARBI1,0.3387316969691119,0.07682675588957448,resistance_hit,1.114487505078241,-0.1395067342364212,0.5387786900282875,target_non_hit,0.26858958998347393
HAVCR1,HAVCR1,-0.2905456851188542,0.02696439272006831,sensitivity_hit,1.5692093562507745,0.20536358164643817,0.11065012187935377,target_non_hit,0.9560481033679781
HELZ,HELZ,0.15584041953125105,0.008742642815717626,resistance_hit,2.0583572645295565,-0.4223417759422044,0.009814267185913576,essential_hit,2.008142122859242
HELZ2,HELZ2,-0.6911102019073022,0.17776674179183044,sensitivity_hit,0.7501494875016057,0.06067734221931372,0.2372115819341498,target_non_hit,0.6248641102180025
HEY2,HEY2,0.2023873886408225,0.04080832034713059,resistance_hit,1.3892512802324801,-0.253817626736911,0.0012718997470987606,essential_hit,2.895547119031686
HGF,HGF,-0.25682078413199133,0.05783446252678696,sensitivity_hit,1.2378132960936616,0.12950584580364813,0.04243127391777713,target_non_hit,1.3723139291771573
HHLA3,HHLA3,-0.38124417491356466,0.18032009574164765,sensitivity_hit,0.7439558707075837,0.13035336529088815,0.1529302223650237,target_non_hit,0.8155066799942176
HIBCH,HIBCH,-0.4306496191788562,0.05827354653395454,sensitivity_hit,1.2345285498992817,0.19217732843060573,0.00014600747147972885,up_hit,3.8356249199731343
HID1,HID1,0.21936034388351247,0.005025124229968719,resistance_hit,2.2988531972461805,-0.19614021797549697,0.17076763136908948,target_non_hit,0.7675944454151221
HIF3A,HIF3A,-0.26186940745771103,0.010192825609925031,sensitivity_hit,1.9917054061122552,0.10192177123119676,0.46444545375506907,target_non_hit,0.3330652838752881
HIST1H1C,HIST1H1C,0.21014756511309596,0.00709598756701653,resistance_hit,2.1489871541093692,-0.15906196918175297,0.11251175040650031,target_non_hit,0.9488021187062595
HIST1H1D,HIST1H1D,0.23390127445789557,0.048479296336516944,resistance_hit,1.3144436924594605,-0.0743151882251271,0.5500552411986883,target_non_hit,0.2595936927911438
HIST1H2AB,HIST1H2AB,-0.2659633747790373,0.0712612704771416,sensitivity_hit,1.1471464391237425,0.08154121465556645,0.40880397892417975,target_non_hit,0.38848488582734164
HIST1H3A,HIST1H3A,0.30791129352461627,0.011845927770332446,resistance_hit,1.926430919765452,-0.21786554648750892,0.008803998202018961,essential_hit,2.0553200548117068
HIST1H4D,HIST1H4D,0.23587773925617572,0.0202842177675847,resistance_hit,1.6928417355944514,-0.20178004666551677,0.20542784103756095,target_non_hit,0.6873406980824457
